id,window,losing,losing_mean,large,opposite,n,mean_pct,median_pct,win_pct,cash,pf_pct,pf_cash,worst_pct,mdd_cash,clusters
BASE_HV,old_2020_2023,rt,-0.7641664093164238,True,pt,32,0.21271896612873584,-0.14869778038266618,46.875,671.2019193500416,1.2388965295223737,1.1586347133132995,-5.049697691046656,-1437.657815149987,21
BASE_HV,primary,pt,-1.7390743351750593,True,rt,30,1.354564401329552,1.113218706524942,66.66666666666666,13849.687084720164,3.2714846407445006,3.1814857136252335,-4.650157583560376,-2839.1262382439963,19
BASE_HV,full_2020,pt,-0.7316971474053587,True,rt,62,0.26102591841550005,0.295491244610784,54.83870967741935,10783.08288787022,1.2583168992130311,1.862078341835847,-10.90774674562256,-4091.7942350999538,40
BASE_HV,2024,pt,-2.177345851763111,True,rt,13,1.782246611905233,1.151360221667406,69.23076923076923,5603.589438350047,3.963994922670899,4.733812323483137,-4.650157583560376,-1076.0769723999938,9
BASE_HV,2025,pt,-1.4728841190469528,True,rt,10,1.0822469503548047,1.0340051469048963,70.0,3560.1403282010556,3.744658380389199,5.290284091560704,-2.34097114972114,-545.6803749999976,5
BASE_HV,2026,pt,-1.3054132559802594,True,rt,7,0.9493223687957839,1.0750771913824777,57.14285714285714,4685.95731816906,2.0840470279980083,2.1661956232784583,-4.331237586947363,-2839.1262382439963,5
EXT_R1,old_2020_2023,rt,-0.4633945048417061,False,pt,50,-0.07041447269778278,-0.5981830606481549,40.0,863.74150190008,0.9212607043878006,1.1191159827067478,-4.290317008464546,-2741.5171379999542,37
EXT_R1,old_2020_2023,pt,-0.07041447269778278,False,rt,50,-0.4633945048417061,0.0764232821360146,52.0,-4892.945184399943,0.5673958350982328,0.5106141942258636,-8.246846366530596,-5838.889502449956,37
EXT_R1,primary,rt,-0.09271175530884493,False,pt,62,-0.2877521402901024,-0.9959020695051863,40.32258064516129,-19507.989541044713,0.828958773544163,0.6169584123253061,-7.467996327810795,-26642.888257665752,38
EXT_R1,primary,pt,-0.2877521402901024,False,rt,62,-0.09271175530884493,0.5977886292648609,54.83870967741935,10504.511981545325,0.9405587046693411,1.3001481370824135,-6.850463732622584,-11380.47531131281,38
EXT_R1,full_2020,rt,-0.25819512563601515,False,pt,112,-0.1907263958292454,-0.6294333001883601,40.17857142857143,-18644.24803914463,0.8566541619308814,0.6795443574262078,-7.467996327810795,-26642.88825766575,75
EXT_R1,full_2020,pt,-0.1907263958292454,False,rt,112,-0.25819512563601515,0.14502201861615086,53.57142857142857,5611.566797145382,0.807549602245268,1.124712866395523,-8.246846366530596,-16531.20014941275,75
EXT_R1,2024,rt,-1.1170601882093512,True,pt,22,0.7186849354945726,-0.21807167778750156,45.45454545454545,2410.617774400048,1.5939844566087669,1.36654811423084,-6.616509748118867,-3615.656237299967,13
EXT_R1,2025,rt,-0.45885142312601945,False,pt,26,0.0792172467575205,-0.4078983572613535,46.15384615384615,3264.64469941312,1.0588387388317908,1.2232475368757845,-5.325724502669927,-5034.244413641903,17
EXT_R1,2026,pt,-2.5508106924687484,True,rt,14,2.1969523080524174,2.4119209682403344,78.57142857142857,21884.98729285813,4.816591470690336,5.167295922096062,-3.5635911576617345,-2423.24198720998,8
EXT_R2,old_2020_2023,rt,-0.3796822958811173,False,pt,86,-0.16270480514779015,-0.4560446313080798,40.69767441860465,-844.7636601498698,0.7929865153281233,0.9197153500172864,-4.290317008464546,-4434.988210249907,55
